key,namespace_l2,locale_count,sample_value,locales
pages.marketingIntel.kakao.tplRegTit,pages.marketingIntel,3,📝 알림톡 템플릿 등록,"zh-TW,id,th"
pages.marketingIntel.kakao.unitCust,pages.marketingIntel,3,명,"zh-TW,id,th"
pages.marketingIntel.kakao.valAll,pages.marketingIntel,3,전체,"zh-TW,id,th"
pages.marketingIntel.kakao.warnLive,pages.marketingIntel,3,⚠️ 실제 발송 모드 — 카카오 API를 통해 실제 알림톡이 발송됩니다. 발신키가 필요합니다.,"zh-TW,id,th"
pages.marketingIntel.kakao.warnMock,pages.marketingIntel,3,💡 테스트 모드 — 실제 발송 없이 시뮬레이션만 진행합니다. API 키 없이도 UI 테스트 가능합니다.,"zh-TW,id,th"
pages.marketingIntel.marketingIntel.approvals.sub,pages.marketingIntel,4,承認 · 実行センター,"zh-TW,id,th,vi"
pages.marketingIntel.marketingIntel.approvals.title,pages.marketingIntel,4,액션 센터,"zh-TW,id,th,vi"
admin.activeUsers,admin.activeUsers,4,活躍使用者,"zh-TW,id,th,vi"
admin.connectedApis,admin.connectedApis,4,已連接API,"zh-TW,id,th,vi"
admin.policyRules,admin.policyRules,4,策略規則,"zh-TW,id,th,vi"
admin.uptime,admin.uptime,4,系統正常運行時間,"zh-TW,id,th,vi"
admin.userMgmt,admin.userMgmt,4,使用者管理,"zh-TW,id,th,vi"
admin.subscriptionTitle,admin.subscriptionTitle,4,訂閱·費用·選單管理,"zh-TW,id,th,vi"
admin.planPricingTab,admin.planPricingTab,4,套餐價格設定,"zh-TW,id,th,vi"
admin.menuPermissionsTab,admin.menuPermissionsTab,4,選單存取權限,"zh-TW,id,th,vi"
admin.activePlansTab,admin.activePlansTab,4,活躍套餐一覽,"zh-TW,id,th,vi"
admin.licenseMgmtTab,admin.licenseMgmtTab,4,授權發放,"zh-TW,id,th,vi"
admin.feedbackTab,admin.feedbackTab,4,意見回饋,"zh-TW,id,th,vi"
admin.ModeNotice,admin.ModeNotice,4,管理員 — 示範模式僅供讀取。費用/套餐變更需使用正式帳戶。,"zh-TW,id,th,vi"
admin.menuAccessDesc,admin.menuAccessDesc,4,設定各訂閱套餐可存取的選單,"zh-TW,id,th,vi"
admin.savePermissions,admin.savePermissions,4,儲存權限,"zh-TW,id,th,vi"
admin.permSaved,admin.permSaved,4,✅ 選單存取權限已儲存。,"zh-TW,id,th,vi"
admin.permBlocked,admin.permBlocked,4,📌 示範模式：權限變更僅限正式帳戶使用。,"zh-TW,id,th,vi"
admin.planLabels.free,admin.planLabels,4,免費,"zh-TW,id,th,vi"
admin.menuCategories.marketing,admin.menuCategories,4,行銷·廣告,"zh-TW,id,th,vi"
admin.menuCategories.system,admin.menuCategories,4,系統·管理,"zh-TW,id,th,vi"
attribution.title,attribution.title,4,歸因分析,"zh-TW,id,th,vi"
attribution.overview,attribution.overview,4,歸因概覽,"zh-TW,id,th,vi"
attribution.mmm,attribution.mmm,4,行銷組合模型,"zh-TW,id,th,vi"
attribution.markov,attribution.markov,4,馬可夫鏈,"zh-TW,id,th,vi"
attribution.lastTouch,attribution.lastTouch,4,最後觸點,"zh-TW,id,th,vi"
attribution.firstTouch,attribution.firstTouch,4,首次觸點,"zh-TW,id,th,vi"
attribution.comparison,attribution.comparison,4,模型比較,"zh-TW,id,th,vi"
attribution.channel,attribution.channel,4,通路,"zh-TW,id,th,vi"
attribution.contribution,attribution.contribution,4,貢獻度,"zh-TW,id,th,vi"
attribution.confidence,attribution.confidence,4,信心度,"zh-TW,id,th,vi"
attribution.touchpoints,attribution.touchpoints,4,觸點,"zh-TW,id,th,vi"
attribution.journeyAnalysis,attribution.journeyAnalysis,4,旅程分析,"zh-TW,id,th,vi"
attribution.conversionPath,attribution.conversionPath,4,轉換路徑,"zh-TW,id,th,vi"
attribution.incrementality,attribution.incrementality,4,增量測量,"zh-TW,id,th,vi"
tabs.settings,tabs.settings,4,設定,"zh-TW,id,th,vi"
tabs.history,tabs.history,4,歷史記錄,"zh-TW,id,th,vi"
tabs.performance,tabs.performance,4,績效,"zh-TW,id,th,vi"
tabs.insights,tabs.insights,4,洞察,"zh-TW,id,th,vi"
tabs.reports,tabs.reports,4,報表,"zh-TW,id,th,vi"
tabs.alerts,tabs.alerts,4,警示,"zh-TW,id,th,vi"
tabs.integrations,tabs.integrations,4,整合,"zh-TW,id,th,vi"
tabs.users,tabs.users,4,使用者,"zh-TW,id,th,vi"
tabs.billing,tabs.billing,4,計費,"zh-TW,id,th,vi"
tabs.security,tabs.security,4,安全性,"zh-TW,id,th,vi"
tabs.logs,tabs.logs,4,日誌,"zh-TW,id,th,vi"
tabs.dashboard,tabs.dashboard,4,儀表板,"zh-TW,id,th,vi"
tabs.details,tabs.details,4,詳細資訊,"zh-TW,id,th,vi"
tabs.summary,tabs.summary,4,摘要,"zh-TW,id,th,vi"
tabs.comparison,tabs.comparison,4,比較,"zh-TW,id,th,vi"
tabs.trends,tabs.trends,4,趨勢,"zh-TW,id,th,vi"
tabs.channels,tabs.channels,4,通路,"zh-TW,id,th,vi"
tabs.campaigns,tabs.campaigns,4,廣告活動,"zh-TW,id,th,vi"
tabs.products,tabs.products,4,商品,"zh-TW,id,th,vi"
tabs.orders,tabs.orders,4,訂單,"zh-TW,id,th,vi"
tabs.content,tabs.content,4,內容,"zh-TW,id,th,vi"
tabs.audience,tabs.audience,4,受眾,"zh-TW,id,th,vi"
pnl.revenue,pnl.revenue,4,收入,"zh-TW,id,th,vi"
pnl.adCost,pnl.adCost,4,廣告費,"zh-TW,id,th,vi"
reports.title,reports.title,4,報表建立器,"zh-TW,id,th,vi"
reports.create,reports.create,4,建立報表,"zh-TW,id,th,vi"
reports.template,reports.template,4,範本,"zh-TW,id,th,vi"
reports.custom,reports.custom,4,自訂,"zh-TW,id,th,vi"
reports.schedule,reports.schedule,4,排程,"zh-TW,id,th,vi"
reports.export,reports.export,4,匯出,"zh-TW,id,th,vi"
reports.share,reports.share,4,分享,"zh-TW,id,th,vi"
reports.metrics,reports.metrics,4,指標,"zh-TW,id,th,vi"
reports.dimensions,reports.dimensions,4,維度,"zh-TW,id,th,vi"
reports.filters,reports.filters,4,篩選條件,"zh-TW,id,th,vi"
reports.dateRange,reports.dateRange,4,日期範圍,"zh-TW,id,th,vi"
reports.visualization,reports.visualization,4,視覺化,"zh-TW,id,th,vi"
reports.chart,reports.chart,4,圖表,"zh-TW,id,th,vi"
reports.table,reports.table,4,表格,"zh-TW,id,th,vi"
reports.download,reports.download,4,下載,"zh-TW,id,th,vi"
connectors.disconnected,connectors.disconnected,4,未連接,"zh-TW,id,th,vi"
connectors.test,connectors.test,4,測試,"zh-TW,id,th,vi"
connectors.sync,connectors.sync,4,同步,"zh-TW,id,th,vi"
connectors.status,connectors.status,4,狀態,"zh-TW,id,th,vi"
connectors.apiCalls,connectors.apiCalls,4,API呼叫數,"zh-TW,id,th,vi"
connectors.platform,connectors.platform,4,平台,"zh-TW,id,th,vi"
pricing.title,pricing.title,4,方案與計費,"zh-TW,id,th,vi"
pricing.monthly,pricing.monthly,4,月繳,"zh-TW,id,th,vi"
pricing.annual,pricing.annual,4,年繳,"zh-TW,id,th,vi"
pricing.save,pricing.save,4,省,"zh-TW,id,th,vi"
pricing.perYear,pricing.perYear,4,/ 年,"zh-TW,id,th,vi"
pricing.contact,pricing.contact,4,聯繫,"zh-TW,id,th,vi"
pricing.included,pricing.included,4,包含,"zh-TW,id,th,vi"
pricing.notIncluded,pricing.notIncluded,4,不包含,"zh-TW,id,th,vi"
pricing.unlimited,pricing.unlimited,4,無限制,"zh-TW,id,th,vi"
pricing.recommended,pricing.recommended,4,推薦,"zh-TW,id,th,vi"
pricing.cancelAnytime,pricing.cancelAnytime,4,隨時取消,"zh-TW,id,th,vi"
pricing.noCard,pricing.noCard,4,無需信用卡,"zh-TW,id,th,vi"
pricing.startTrial,pricing.startTrial,4,開始試用,"zh-TW,id,th,vi"
couponRules.pageTitle,couponRules.pageTitle,4,自動發放規則,"zh-TW,id,th,vi"
couponRules.saveBtn,couponRules.saveBtn,4,儲存規則,"zh-TW,id,th,vi"
couponRules.savedOk,couponRules.savedOk,4,已儲存,"zh-TW,id,th,vi"
dash.operations.marketing.autoTab1,dash.operations,3,① Estudio Creativo,"es,fr,de"
pages.marketingIntel.influencer.ds.heroDesc,pages.marketingIntel,3,"Verwalten Sie einheitliche Datenschemata, Pipelines, Metriken und Alarmregeln.","de,id,th"
pages.marketingIntel.influencer.ds.tabSchema,pages.marketingIntel,3,Schema,"de,id,th"
pages.marketingIntel.influencer.ds.adEvents,pages.marketingIntel,3,Werbeereignisse,"de,id,th"
pages.marketingIntel.influencer.ds.marketOrders,pages.marketingIntel,3,Marktbestellungen,"de,id,th"
pages.marketingIntel.influencer.ds.domain,pages.marketingIntel,3,Domäne,"de,id,th"
pages.marketingIntel.influencer.ds.priority,pages.marketingIntel,3,Priorität,"de,id,th"
pages.marketingIntel.influencer.ds.secTitle,pages.marketingIntel,3,Sicherheitsbedrohung erkannt,"de,id,th"
pages.marketingIntel.influencer.ds.backToSchema,pages.marketingIntel,3,Zurück zum Schema,"de,id,th"
pages.marketingIntel.influencer.dt.heroDesc,pages.marketingIntel,3,"Verwalten Sie Datenqualität, Zuverlässigkeit und Herkunft mit Echtzeit-Trust-Sco","de,id,th"
pages.marketingIntel.influencer.dt.trustScore,pages.marketingIntel,3,Vertrauenswert,"de,id,th"
pages.marketingIntel.influencer.dt.liveData,pages.marketingIntel,3,Live-Daten,"de,id,th"
pages.marketingIntel.influencer.dt.estimated,pages.marketingIntel,3,Geschätzt,"de,id,th"
pages.marketingIntel.influencer.dt.notConnected,pages.marketingIntel,3,Nicht verbunden,"de,id,th"
pages.marketingIntel.influencer.dt.tabOverview,pages.marketingIntel,3,Übersicht,"de,id,th"
pages.marketingIntel.influencer.dt.tabQuality,pages.marketingIntel,3,Qualitätsstandards,"de,id,th"
pages.marketingIntel.influencer.dt.tabLineage,pages.marketingIntel,3,Datenherkunft,"de,id,th"
pages.marketingIntel.influencer.dt.tabHistory,pages.marketingIntel,3,Verlauf,"de,id,th"
pages.marketingIntel.influencer.dt.tabAudit,pages.marketingIntel,3,Prüfung,"de,id,th"
pages.marketingIntel.influencer.dt.tabPixel,pages.marketingIntel,3,Pixel,"de,id,th"
pages.marketingIntel.influencer.dt.sourceOverview,pages.marketingIntel,3,Datenquellen-Übersicht,"de,id,th"
pages.marketingIntel.influencer.dt.setupIntegration,pages.marketingIntel,3,Integration einrichten,"de,id,th"
pages.marketingIntel.influencer.dt.srcInventory,pages.marketingIntel,3,Bestand,"de,id,th"
pages.marketingIntel.influencer.dt.srcInventoryDesc,pages.marketingIntel,3,Echtzeit-Bestandsdaten,"de,id,th"
pages.marketingIntel.influencer.dt.srcOrders,pages.marketingIntel,3,Bestellungen,"de,id,th"
pages.marketingIntel.influencer.dt.srcOrdersDesc,pages.marketingIntel,3,Bestellverarbeitungsdaten,"de,id,th"
pages.marketingIntel.influencer.dt.srcAdROAS,pages.marketingIntel,3,Werbe-ROAS,"de,id,th"
pages.marketingIntel.influencer.dt.srcAdROASDesc,pages.marketingIntel,3,Werbeleistungsdaten,"de,id,th"
pages.marketingIntel.influencer.dt.srcConversion,pages.marketingIntel,3,Konversion,"de,id,th"
pages.marketingIntel.influencer.dt.srcConversionDesc,pages.marketingIntel,3,Konversionsverfolgungsdaten,"de,id,th"
pages.marketingIntel.influencer.dt.srcCRMDesc,pages.marketingIntel,3,Kundenbeziehungsmanagement-Daten,"de,id,th"
pages.marketingIntel.influencer.dt.srcSettlement,pages.marketingIntel,3,Abrechnung,"de,id,th"
pages.marketingIntel.influencer.dt.srcSettlementDesc,pages.marketingIntel,3,Abrechnungs- und Provisionsdaten,"de,id,th"
pages.marketingIntel.influencer.dt.srcAttribution,pages.marketingIntel,3,Attribution,"de,id,th"
pages.marketingIntel.influencer.dt.srcAttributionDesc,pages.marketingIntel,3,Multi-Touch-Attributionsdaten,"de,id,th"
pages.marketingIntel.influencer.dt.srcPnL,pages.marketingIntel,3,GuV,"de,id,th"
pages.marketingIntel.influencer.dt.srcPnLDesc,pages.marketingIntel,3,Gewinn- und Verlustdaten,"de,id,th"
pages.marketingIntel.influencer.dt.improveTitle,pages.marketingIntel,3,Verbesserungsleitfaden,"de,id,th"
pages.marketingIntel.influencer.dt.improveStep1,pages.marketingIntel,3,Registrieren Sie API-Schlüssel der Werbeplattform,"de,id,th"
pages.marketingIntel.influencer.dt.improveStep2,pages.marketingIntel,3,Pixel-/Konversionsverfolgung einrichten,"de,id,th"
pages.marketingIntel.influencer.dt.improveStep3,pages.marketingIntel,3,Marktplatz-Bestell-APIs verbinden,"de,id,th"
pages.marketingIntel.influencer.dt.qualityTitle,pages.marketingIntel,3,Datenqualitätsstandards,"de,id,th"
pages.marketingIntel.influencer.dt.qualityLiveTitle,pages.marketingIntel,3,Live-Daten (Direkte API-Integration),"de,id,th"
pages.marketingIntel.influencer.dt.qualityLiveDesc,pages.marketingIntel,3,Direkt über Echtzeit-APIs erfasste Daten mit automatischer Validierung.,"de,id,th"
pages.marketingIntel.influencer.dt.qualityLiveEx1,pages.marketingIntel,3,API-Echtzeitbestellungen,"de,id,th"
pages.marketingIntel.influencer.dt.qualityLiveEx2,pages.marketingIntel,3,OAuth-Werbeleistung,"de,id,th"
pages.marketingIntel.influencer.dt.qualityLiveEx3,pages.marketingIntel,3,SDK-Konversionsverfolgung,"de,id,th"
pages.marketingIntel.influencer.dt.qualityLiveEx4,pages.marketingIntel,3,Echtzeit-Bestandssync,"de,id,th"
pages.marketingIntel.influencer.dt.qualityEstTitle,pages.marketingIntel,3,Geschätzte Daten (Indirekt),"de,id,th"
pages.marketingIntel.influencer.dt.qualityEstDesc,pages.marketingIntel,3,Teilweise integrierte Daten mit begrenzter Genauigkeit.,"de,id,th"
pages.marketingIntel.influencer.dt.qualityEstEx1,pages.marketingIntel,3,Manuelle Abrechnungseingabe,"de,id,th"
pages.marketingIntel.influencer.dt.qualityEstEx2,pages.marketingIntel,3,CSV-Massenimport,"de,id,th"
pages.marketingIntel.influencer.dt.qualityEstEx3,pages.marketingIntel,3,Öffentliche API-Schätzungen,"de,id,th"
pages.marketingIntel.influencer.dt.qualityEstEx4,pages.marketingIntel,3,Abgeleitete Metriken,"de,id,th"
pages.marketingIntel.influencer.dt.qualityNoneTitle,pages.marketingIntel,3,Nicht verbunden (Keine Daten),"de,id,th"
pages.marketingIntel.influencer.dt.qualityNoneDesc,pages.marketingIntel,3,Noch nicht integriert. API-Schlüssel im Integrationshub registrieren.,"de,id,th"
pages.marketingIntel.influencer.dt.qualityNoneEx1,pages.marketingIntel,3,Nicht verbundene Plattformen,"de,id,th"
pages.marketingIntel.influencer.dt.qualityNoneEx2,pages.marketingIntel,3,Inaktive Konnektoren,"de,id,th"
pages.marketingIntel.influencer.dt.lineageTitle,pages.marketingIntel,3,Datenherkunftskarte,"de,id,th"
pages.marketingIntel.influencer.dt.lineageDesc,pages.marketingIntel,3,Visualisieren Sie den gesamten Datenfluss.,"de,id,th"
pages.marketingIntel.influencer.dt.lineageSources,pages.marketingIntel,3,Datenquellen,"de,id,th"
pages.marketingIntel.influencer.dt.lineageProcessing,pages.marketingIntel,3,Verarbeitungsschicht,"de,id,th"
pages.marketingIntel.influencer.dt.lineageOutputs,pages.marketingIntel,3,Ausgaben,"de,id,th"
pages.marketingIntel.influencer.dt.lineageValidation,pages.marketingIntel,3,Validierung,"de,id,th"
pages.marketingIntel.influencer.dt.lineageNormalization,pages.marketingIntel,3,Normalisierung,"de,id,th"
pages.marketingIntel.influencer.dt.lineageAggregation,pages.marketingIntel,3,Aggregation,"de,id,th"
pages.marketingIntel.influencer.dt.lineageSecCheck,pages.marketingIntel,3,Sicherheitsprüfung,"de,id,th"
pages.marketingIntel.influencer.dt.lineageScoring,pages.marketingIntel,3,Bewertung,"de,id,th"
pages.marketingIntel.influencer.dt.lineageDashboard,pages.marketingIntel,3,Dashboard,"de,id,th"
pages.marketingIntel.influencer.dt.lineageSummary,pages.marketingIntel,3,Herkunftszusammenfassung,"de,id,th"
pages.marketingIntel.influencer.dt.lineageRealSources,pages.marketingIntel,3,Live-Quellen,"de,id,th"
pages.marketingIntel.influencer.dt.lineageEstSources,pages.marketingIntel,3,Geschätzte Quellen,"de,id,th"
pages.marketingIntel.influencer.dt.lineageNoneSources,pages.marketingIntel,3,Nicht verbundene Quellen,"de,id,th"
pages.marketingIntel.influencer.dt.historyTitle,pages.marketingIntel,3,Verlauf des Vertrauenswertes,"de,id,th"
pages.marketingIntel.influencer.dt.historyDesc,pages.marketingIntel,3,Verfolgen Sie Score-Änderungen.,"de,id,th"
pages.marketingIntel.influencer.dt.historyCurrentScore,pages.marketingIntel,3,Aktueller Wert,"de,id,th"
pages.marketingIntel.influencer.dt.historyPeakScore,pages.marketingIntel,3,Höchstwert,"de,id,th"
pages.marketingIntel.influencer.dt.historyDataPoints,pages.marketingIntel,3,Datenpunkte,"de,id,th"
pages.marketingIntel.influencer.dt.auditTitle,pages.marketingIntel,3,Prüfprotokoll,"de,id,th"
pages.marketingIntel.influencer.dt.auditBridgeTitle,pages.marketingIntel,3,Einheitliches Prüfprotokollzentrum,"de,id,th"
pages.marketingIntel.influencer.dt.auditBridgeDesc,pages.marketingIntel,3,Systemereignisse im dedizierten Prüfmodul anzeigen.,"de,id,th"
pages.marketingIntel.influencer.dt.auditBridgeBtn,pages.marketingIntel,3,Zum Prüfzentrum,"de,id,th"
pages.marketingIntel.influencer.dt.secLockTitle,pages.marketingIntel,3,Sicherheitsbedrohung erkannt,"de,id,th"
pages.marketingIntel.influencer.dt.secLockDesc,pages.marketingIntel,3,Abnormaler Zugriff erkannt. Vorübergehend gesperrt.,"de,id,th"
pages.marketingIntel.influencer.dt.guideRolesTitle,pages.marketingIntel,3,Hauptfunktionen,"de,id,th"
pages.marketingIntel.influencer.dt.guideRoleTrustScore,pages.marketingIntel,3,Trust Score wird automatisch berechnet (max. 100).,"de,id,th"
pages.marketingIntel.influencer.dt.guideRoleQuality,pages.marketingIntel,3,Datenqualität in 3 Stufen eingeteilt.,"de,id,th"
pages.marketingIntel.influencer.dt.guideRoleLineage,pages.marketingIntel,3,Datenherkunftskarte visualisiert den gesamten Datenfluss.,"de,id,th"
pages.marketingIntel.influencer.journey.guideSubtitle,pages.marketingIntel,3,Schritt-für-Schritt von der Einrichtung bis zur Ausführung,"de,id,th"
pages.marketingIntel.influencer.journey.guideStartBtn,pages.marketingIntel,3,Starten,"de,id,th"
pages.marketingIntel.influencer.journey.guideNodesTitle,pages.marketingIntel,3,🧩 Knotentypen,"de,id,th"
pages.marketingIntel.influencer.journey.colStatus,pages.marketingIntel,3,Status,"de,id,th"
pages.marketingIntel.influencer.journey.statusActive,pages.marketingIntel,3,Status Active,"de,id,th"
pages.marketingIntel.influencer.journey.statusPaused,pages.marketingIntel,3,Status Paused,"de,id,th"
pages.marketingIntel.influencer.journey.active,pages.marketingIntel,3,Active,"de,id,th"
pages.marketingIntel.influencer.journey.tabList,pages.marketingIntel,3,Journey-Liste,"de,id,th"
pages.marketingIntel.influencer.journey.tabAnalytics,pages.marketingIntel,3,Analyse,"de,id,th"
pages.marketingIntel.influencer.journey.pageTitle,pages.marketingIntel,3,Customer Journey Builder,"de,id,th"
pages.marketingIntel.influencer.journey.pageSub,pages.marketingIntel,3,Entwerfen und automatisieren Sie KI-gestützte Omnichannel-Journeys,"de,id,th"
pages.marketingIntel.influencer.journey.connectedChannels,pages.marketingIntel,3,Connected Channels,"de,id,th"
pages.marketingIntel.influencer.journey.tabTemplates,pages.marketingIntel,3,Vorlagen,"de,id,th"
pages.marketingIntel.influencer.journey.tplTitle,pages.marketingIntel,3,Journey-Vorlagen,"de,id,th"
pages.marketingIntel.influencer.journey.tplSub,pages.marketingIntel,3,Starten Sie schnell mit vorgefertigten Vorlagen,"de,id,th"
pages.marketingIntel.influencer.journey.tplUse,pages.marketingIntel,3,Vorlage verwenden,"de,id,th"
pages.marketingIntel.influencer.journey.tplWelcome,pages.marketingIntel,3,Willkommensserie,"de,id,th"
pages.marketingIntel.influencer.journey.tplCart,pages.marketingIntel,3,Warenkorb-Rettung,"de,id,th"
pages.marketingIntel.influencer.journey.tplChurn,pages.marketingIntel,3,Rückgewinnung,"de,id,th"
pages.marketingIntel.influencer.journey.tplBirthday,pages.marketingIntel,3,Geburtstag,"de,id,th"
pages.marketingIntel.influencer.journey.tplVIP,pages.marketingIntel,3,VIP-Pflege,"de,id,th"
pages.marketingIntel.influencer.journey.tplPostPurchase,pages.marketingIntel,3,Nach dem Kauf,"de,id,th"
pages.marketingIntel.influencer.journey.channelFee,pages.marketingIntel,3,Gebühr,"de,id,th"
pages.marketingIntel.influencer.journey.aiDesignTitle,pages.marketingIntel,3,AI-Design-Generator,"de,id,th"
pages.marketingIntel.influencer.journey.aiTopicPh,pages.marketingIntel,3,Titel/Event/Inhalt eingeben,"de,id,th"
pages.marketingIntel.influencer.journey.aiImagePh,pages.marketingIntel,3,AI-Bildbeschreibung,"de,id,th"
pages.marketingIntel.influencer.journey.aiGenerate,pages.marketingIntel,3,AI Generieren,"de,id,th"
pages.marketingIntel.influencer.journey.aiResultTitle,pages.marketingIntel,3,Generiertes Design,"de,id,th"
pages.marketingIntel.influencer.journey.aiThemeDiscount,pages.marketingIntel,3,Rabatt,"de,id,th"
pages.marketingIntel.influencer.journey.aiThemeNewsletter,pages.marketingIntel,3,Newsletter,"de,id,th"
pages.marketingIntel.influencer.journey.aiThemeCart,pages.marketingIntel,3,Warenkorb-Rettung,"de,id,th"
pages.marketingIntel.influencer.journey.aiThemeWelcome,pages.marketingIntel,3,Willkommen,"de,id,th"
pages.marketingIntel.influencer.journey.aiThemeFlash,pages.marketingIntel,3,Flash-Verkauf,"de,id,th"
pages.marketingIntel.influencer.journey.aiThemeSeason,pages.marketingIntel,3,Saisonal,"de,id,th"
pages.marketingIntel.influencer.journey.aiThemeBirthday,pages.marketingIntel,3,Geburtstag,"de,id,th"
pages.marketingIntel.influencer.journey.platformPopup,pages.marketingIntel,3,Web-Popup,"de,id,th"
pages.marketingIntel.influencer.journey.uploadCustom,pages.marketingIntel,3,Eigenes Bild hochladen,"de,id,th"
pages.marketingIntel.influencer.journey.uploadDragDrop,pages.marketingIntel,3,Ziehen & Ablegen oder klicken,"de,id,th"
pages.marketingIntel.influencer.mr.heroDesc,pages.marketingIntel,3,API-Schlüssel registrieren und verwalten.,"de,id,th"
pages.marketingIntel.influencer.pxl.conversions,pages.marketingIntel,3,Conversions,"de,id,th"
pages.marketingIntel.influencer.pxl.tabDashboard,pages.marketingIntel,3,Dashboard,"de,id,th"
pages.marketingIntel.influencer.pxl.tabEvents,pages.marketingIntel,3,Ereignisse,"de,id,th"
pages.marketingIntel.influencer.pxl.heroDesc,pages.marketingIntel,3,API-Schlüssel registrieren und verwalten.,"de,id,th"
pages.marketingIntel.influencer.pnl.pageTitle,pages.marketingIntel,3,Gewinn- & Verlustanalyse,"de,id,th"
pages.marketingIntel.influencer.pnl.pageDesc,pages.marketingIntel,3,Echtzeit P&L-Wasserfall & Kanal-Dashboard,"de,id,th"
pages.marketingIntel.influencer.pnl.tabOverview,pages.marketingIntel,3,P&L-Übersicht,"de,id,th"
pages.marketingIntel.influencer.pnl.tabUnitPnl,pages.marketingIntel,3,Einheits-P&L,"de,id,th"
pages.marketingIntel.influencer.pnl.tabAnomaly,pages.marketingIntel,3,Anomalieerkennung,"de,id,th"
pages.marketingIntel.influencer.pnl.tabAction,pages.marketingIntel,3,Aktionsplan,"de,id,th"
pages.marketingIntel.influencer.pnl.tabForecast,pages.marketingIntel,3,P&L-Prognose,"de,id,th"
pages.marketingIntel.influencer.pnl.descOverview,pages.marketingIntel,3,"Echtzeit Umsatz, Kosten & Gewinn","de,id,th"
pages.marketingIntel.influencer.pnl.descUnitPnl,pages.marketingIntel,3,Kanal- & Produktanalyse,"de,id,th"
pages.marketingIntel.influencer.pnl.descAnomaly,pages.marketingIntel,3,Auto-Erkennung von ROAS-Rückgängen,"de,id,th"
pages.marketingIntel.influencer.pnl.descAction,pages.marketingIntel,3,KI-gestützte Verbesserungsvorschläge,"de,id,th"
pages.marketingIntel.influencer.pnl.descForecast,pages.marketingIntel,3,Wachstumsbasierte P&L-Simulation,"de,id,th"
pages.marketingIntel.influencer.pnl.descGuide,pages.marketingIntel,3,P&L-Benutzerhandbuch,"de,id,th"
pages.marketingIntel.influencer.pnl.wfPlatformFee,pages.marketingIntel,3,Plattformgebühr,"de,id,th"
pages.marketingIntel.influencer.pnl.wfReturnFee,pages.marketingIntel,3,Rücksendekosten,"de,id,th"
pages.marketingIntel.influencer.pnl.kpiRoas,pages.marketingIntel,3,ROAS,"de,id,th"
pages.marketingIntel.influencer.pnl.margin,pages.marketingIntel,3,Marge,"de,id,th"
pages.marketingIntel.influencer.pnl.unitOrders,pages.marketingIntel,3,Bestellungen,"de,id,th"
pages.marketingIntel.influencer.pnl.unitItems,pages.marketingIntel,3,Elemente,"de,id,th"
pages.marketingIntel.influencer.pnl.colStatus,pages.marketingIntel,3,Status,"de,id,th"
pages.marketingIntel.influencer.pnl.noDataNote,pages.marketingIntel,3,※ Register API keys in Integration Hub to automatically reflect real channel dat,"de,id,th"
pages.marketingIntel.influencer.pnl.connected,pages.marketingIntel,3,Connected,"de,id,th"
pages.marketingIntel.influencer.pnl.dateRange,pages.marketingIntel,3,Zeitraum,"de,id,th"
pages.marketingIntel.influencer.pnl.dateToday,pages.marketingIntel,3,Heute,"de,id,th"
pages.marketingIntel.influencer.pnl.date7d,pages.marketingIntel,3,7 Tage,"de,id,th"
pages.marketingIntel.influencer.pnl.date30d,pages.marketingIntel,3,30 Tage,"de,id,th"
pages.marketingIntel.influencer.pnl.date90d,pages.marketingIntel,3,90 Tage,"de,id,th"
pages.marketingIntel.influencer.pnl.dateCustom,pages.marketingIntel,3,Benutzerdefiniert,"de,id,th"
pages.marketingIntel.influencer.pnl.channelsConnected,pages.marketingIntel,3,Kanäle verbunden,"de,id,th"
pages.marketingIntel.influencer.pnl.guideTabsTitle,pages.marketingIntel,3,Tab Features,"de,id,th"
pages.marketingIntel.influencer.reportBuilder.pageTitle,pages.marketingIntel,3,Report Builder,"de,id,th"
pages.marketingIntel.influencer.reportBuilder.pageDesc,pages.marketingIntel,3,Enterprise-Drag-&-Drop-Dashboard-Studio,"de,id,th"
pages.marketingIntel.influencer.reportBuilder.tabCanvas,pages.marketingIntel,3,Report Canvas,"de,id,th"
pages.marketingIntel.influencer.reportBuilder.tabTemplates,pages.marketingIntel,3,Vorlagen,"de,id,th"
pages.marketingIntel.influencer.reportBuilder.tabScheduled,pages.marketingIntel,3,Geplant,"de,id,th"
pages.marketingIntel.influencer.reportBuilder.tabSaved,pages.marketingIntel,3,Gespeicherte Layouts,"de,id,th"
pages.marketingIntel.influencer.reportBuilder.widgetLibrary,pages.marketingIntel,3,Widget-Bibliothek,"de,id,th"
pages.marketingIntel.influencer.reportBuilder.dragDesc,pages.marketingIntel,3,Widgets auf die Leinwand ziehen,"de,id,th"
pages.marketingIntel.influencer.reportBuilder.widgetRoasTrend,pages.marketingIntel,3,ROAS-Trend,"de,id,th"
pages.marketingIntel.influencer.reportBuilder.widgetDailyClicks,pages.marketingIntel,3,Tägliche Klicks,"de,id,th"
pages.marketingIntel.influencer.reportBuilder.widgetAdSpend,pages.marketingIntel,3,Werbeausgaben,"de,id,th"
pages.marketingIntel.influencer.reportBuilder.widgetKpiSummary,pages.marketingIntel,3,KPI-Zusammenfassung,"de,id,th"
pages.marketingIntel.influencer.reportBuilder.widgetConversion,pages.marketingIntel,3,Konversion,"de,id,th"
