leaf_signature,parent,full_key,value,locale_count
journey.conditionEmailOpened,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.conditionEmailOpened,Condition Email Opened,3
journey.conditionPurchased,crm.contentCal,crm.contentCal.journey.conditionPurchased,Condition Purchased,12
journey.conditionPurchased,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.conditionPurchased,Condition Purchased,3
journey.conditionLtvGt,crm.contentCal,crm.contentCal.journey.conditionLtvGt,Condition Ltv Gt,12
journey.conditionLtvGt,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.conditionLtvGt,Condition Ltv Gt,3
journey.conditionKakaoClicked,crm.contentCal,crm.contentCal.journey.conditionKakaoClicked,Condition Kakao Clicked,12
journey.conditionKakaoClicked,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.conditionKakaoClicked,Condition Kakao Clicked,3
journey.conditionLineClicked,crm.contentCal,crm.contentCal.journey.conditionLineClicked,Condition Line Clicked,12
journey.conditionLineClicked,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.conditionLineClicked,Condition Line Clicked,3
journey.conditionPageVisited,crm.contentCal,crm.contentCal.journey.conditionPageVisited,Condition Page Visited,12
journey.conditionPageVisited,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.conditionPageVisited,Condition Page Visited,3
journey.conditionCartValueGt,crm.contentCal,crm.contentCal.journey.conditionCartValueGt,Condition Cart Value Gt,12
journey.conditionCartValueGt,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.conditionCartValueGt,Condition Cart Value Gt,3
journey.abGroupA,crm.contentCal,crm.contentCal.journey.abGroupA,Ab Group A,12
journey.abGroupA,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.abGroupA,Ab Group A,3
journey.abGroupB,crm.contentCal,crm.contentCal.journey.abGroupB,Ab Group B,12
journey.abGroupB,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.abGroupB,Ab Group B,3
journey.deleteNode,crm.contentCal,crm.contentCal.journey.deleteNode,Delete Node,12
journey.deleteNode,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.deleteNode,Delete Node,3
journey.guideNodeTrigger,crm.contentCal,crm.contentCal.journey.guideNodeTrigger,Guide Node Trigger,12
journey.guideNodeTrigger,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.guideNodeTrigger,Guide Node Trigger,3
journey.guideNodeEmail,crm.contentCal,crm.contentCal.journey.guideNodeEmail,Guide Node Email,12
journey.guideNodeEmail,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.guideNodeEmail,Guide Node Email,3
journey.guideNodeKakao,crm.contentCal,crm.contentCal.journey.guideNodeKakao,Guide Node Kakao,12
journey.guideNodeKakao,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.guideNodeKakao,Guide Node Kakao,3
journey.guideNodeLine,crm.contentCal,crm.contentCal.journey.guideNodeLine,Guide Node Line,12
journey.guideNodeLine,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.guideNodeLine,Guide Node Line,3
journey.guideNodeSms,crm.contentCal,crm.contentCal.journey.guideNodeSms,Guide Node Sms,12
journey.guideNodeSms,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.guideNodeSms,Guide Node Sms,3
journey.guideNodeWhatsapp,crm.contentCal,crm.contentCal.journey.guideNodeWhatsapp,Guide Node Whatsapp,12
journey.guideNodeWhatsapp,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.guideNodeWhatsapp,Guide Node Whatsapp,3
journey.guideNodeDelay,crm.contentCal,crm.contentCal.journey.guideNodeDelay,Guide Node Delay,12
journey.guideNodeDelay,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.guideNodeDelay,Guide Node Delay,3
journey.guideNodeCondition,crm.contentCal,crm.contentCal.journey.guideNodeCondition,Guide Node Condition,12
journey.guideNodeCondition,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.guideNodeCondition,Guide Node Condition,3
journey.guideNodeAbTest,crm.contentCal,crm.contentCal.journey.guideNodeAbTest,Guide Node Ab Test,12
journey.guideNodeAbTest,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.guideNodeAbTest,Guide Node Ab Test,3
journey.guideNodeWebhook,crm.contentCal,crm.contentCal.journey.guideNodeWebhook,Guide Node Webhook,12
journey.guideNodeWebhook,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.guideNodeWebhook,Guide Node Webhook,3
journey.guideNodePush,crm.contentCal,crm.contentCal.journey.guideNodePush,Guide Node Push,12
journey.guideNodePush,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.guideNodePush,Guide Node Push,3
journey.guideNodeEnd,crm.contentCal,crm.contentCal.journey.guideNodeEnd,Guide Node End,12
journey.guideNodeEnd,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.guideNodeEnd,Guide Node End,3
journey.analyticsEntered,crm.contentCal,crm.contentCal.journey.analyticsEntered,Analytics Entered,12
journey.analyticsEntered,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.analyticsEntered,Analytics Entered,3
journey.analyticsCompleted,crm.contentCal,crm.contentCal.journey.analyticsCompleted,Analytics Completed,12
journey.analyticsCompleted,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.analyticsCompleted,Analytics Completed,3
journey.analyticsActive,crm.contentCal,crm.contentCal.journey.analyticsActive,Analytics Active,12
journey.analyticsActive,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.analyticsActive,Analytics Active,3
journey.analyticsConvRate,crm.contentCal,crm.contentCal.journey.analyticsConvRate,Analytics Conv Rate,12
journey.analyticsConvRate,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.analyticsConvRate,Analytics Conv Rate,3
journey.noAnalyticsData,crm.contentCal,crm.contentCal.journey.noAnalyticsData,No Analytics Data,12
journey.noAnalyticsData,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.noAnalyticsData,No Analytics Data,3
journey.journeyPerformance,crm.contentCal,crm.contentCal.journey.journeyPerformance,Journey Performance,12
journey.journeyPerformance,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.journeyPerformance,Journey Performance,3
journey.colName,crm.contentCal,crm.contentCal.journey.colName,Name,12
journey.colName,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.colName,Name,3
journey.colEntered,crm.contentCal,crm.contentCal.journey.colEntered,Entered,12
journey.colEntered,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.colEntered,Entered,3
journey.colCompleted,crm.contentCal,crm.contentCal.journey.colCompleted,Completed,12
journey.colCompleted,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.colCompleted,Completed,3
journey.colActive,crm.contentCal,crm.contentCal.journey.colActive,Active,12
journey.colActive,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.colActive,Active,3
journey.colConvRate,crm.contentCal,crm.contentCal.journey.colConvRate,Conv Rate,12
journey.colConvRate,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.colConvRate,Conv Rate,3
journey.colTrigger,crm.contentCal,crm.contentCal.journey.colTrigger,Trigger,12
journey.colTrigger,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.colTrigger,Trigger,3
journey.statusDraft,crm.contentCal,crm.contentCal.journey.statusDraft,Status Draft,12
journey.statusDraft,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.statusDraft,Status Draft,3
journey.myJourneys,crm.contentCal,crm.contentCal.journey.myJourneys,My Journeys,12
journey.myJourneys,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.myJourneys,My Journeys,3
journey.cancel,crm.contentCal,crm.contentCal.journey.cancel,Cancel,12
journey.cancel,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.cancel,Cancel,3
journey.newJourney,crm.contentCal,crm.contentCal.journey.newJourney,New Journey,12
journey.newJourney,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.newJourney,New Journey,3
journey.journeyName,crm.contentCal,crm.contentCal.journey.journeyName,Journey Name,12
journey.journeyName,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.journeyName,Journey Name,3
journey.journeyNamePh,crm.contentCal,crm.contentCal.journey.journeyNamePh,Journey Name Ph,12
journey.journeyNamePh,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.journeyNamePh,Journey Name Ph,3
journey.triggerEvent,crm.contentCal,crm.contentCal.journey.triggerEvent,Trigger Event,12
journey.triggerEvent,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.triggerEvent,Trigger Event,3
journey.create,crm.contentCal,crm.contentCal.journey.create,Create,12
journey.create,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.create,Create,3
journey.noJourneys,crm.contentCal,crm.contentCal.journey.noJourneys,No Journeys,12
journey.noJourneys,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.noJourneys,No Journeys,3
journey.trigger,crm.contentCal,crm.contentCal.journey.trigger,Trigger,12
journey.trigger,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.trigger,Trigger,3
journey.entered,crm.contentCal,crm.contentCal.journey.entered,Entered,12
journey.entered,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.entered,Entered,3
journey.completed,crm.contentCal,crm.contentCal.journey.completed,Completed,12
journey.completed,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.completed,Completed,3
journey.scheduled,crm.contentCal,crm.contentCal.journey.scheduled,Scheduled,12
journey.scheduled,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.scheduled,Scheduled,3
journey.lastUpdated,crm.contentCal,crm.contentCal.journey.lastUpdated,Last Updated,12
journey.lastUpdated,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.lastUpdated,Last Updated,3
journey.edit,crm.contentCal,crm.contentCal.journey.edit,Edit,12
journey.edit,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.edit,Edit,3
journey.clone,crm.contentCal,crm.contentCal.journey.clone,Clone,12
journey.clone,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.clone,Clone,3
journey.confirmDelete,crm.contentCal,crm.contentCal.journey.confirmDelete,Confirm Delete,12
journey.confirmDelete,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.confirmDelete,Confirm Delete,3
journey.delete,crm.contentCal,crm.contentCal.journey.delete,Delete,12
journey.delete,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.delete,Delete,3
journey.emailSendSim,crm.contentCal,crm.contentCal.journey.emailSendSim,Email Send Sim,12
journey.emailSendSim,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.emailSendSim,Email Send Sim,3
journey.kakaoSendSim,crm.contentCal,crm.contentCal.journey.kakaoSendSim,Kakao Send Sim,12
journey.kakaoSendSim,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.kakaoSendSim,Kakao Send Sim,3
journey.lineSendSim,crm.contentCal,crm.contentCal.journey.lineSendSim,Line Send Sim,12
journey.lineSendSim,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.lineSendSim,Line Send Sim,3
journey.backToList,crm.contentCal,crm.contentCal.journey.backToList,Back To List,12
journey.backToList,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.backToList,Back To List,3
journey.saving,crm.contentCal,crm.contentCal.journey.saving,Saving,12
journey.saving,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.saving,Saving,3
journey.save,crm.contentCal,crm.contentCal.journey.save,Save,12
journey.save,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.save,Save,3
journey.channelNotConnected,crm.contentCal,crm.contentCal.journey.channelNotConnected,Channel Not Connected,12
journey.channelNotConnected,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.channelNotConnected,Channel Not Connected,3
journey.execLog,crm.contentCal,crm.contentCal.journey.execLog,Exec Log,12
journey.execLog,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.execLog,Exec Log,3
journey.nodeSettings,crm.contentCal,crm.contentCal.journey.nodeSettings,Node Settings,12
journey.nodeSettings,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.nodeSettings,Node Settings,3
journey.copy,crm.contentCal,crm.contentCal.journey.copy,Copy,12
journey.copy,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.copy,Copy,3
journey.recentTriggers,crm.contentCal,crm.contentCal.journey.recentTriggers,Recent Triggers,12
journey.recentTriggers,pages.marketingIntel.influencer,pages.marketingIntel.influencer.journey.recentTriggers,Recent Triggers,3
mr.pfEmptyTitle,crm.contentCal,crm.contentCal.mr.pfEmptyTitle,Pf Empty Title,12
mr.pfEmptyTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.pfEmptyTitle,Pf Empty Title,3
mr.pfEmptyDesc,crm.contentCal,crm.contentCal.mr.pfEmptyDesc,Pf Empty,12
mr.pfEmptyDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.pfEmptyDesc,Pf Empty,3
mr.kpiPlatformSelect,crm.contentCal,crm.contentCal.mr.kpiPlatformSelect,Platform Select,12
mr.kpiPlatformSelect,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiPlatformSelect,Platform Select,3
mr.kpiReset,crm.contentCal,crm.contentCal.mr.kpiReset,Reset,12
mr.kpiReset,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiReset,Reset,3
mr.kpiGrossMargin,crm.contentCal,crm.contentCal.mr.kpiGrossMargin,Gross Margin,12
mr.kpiGrossMargin,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiGrossMargin,Gross Margin,3
mr.kpiGrossProfit,crm.contentCal,crm.contentCal.mr.kpiGrossProfit,Gross Profit,12
mr.kpiGrossProfit,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiGrossProfit,Gross Profit,3
mr.kpiSellerDedTotal,crm.contentCal,crm.contentCal.mr.kpiSellerDedTotal,Seller Ded Total,12
mr.kpiSellerDedTotal,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiSellerDedTotal,Seller Ded Total,3
mr.kpiNoChange,crm.contentCal,crm.contentCal.mr.kpiNoChange,No Change,12
mr.kpiNoChange,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiNoChange,No Change,3
mr.kpiRollupTitle,crm.contentCal,crm.contentCal.mr.kpiRollupTitle,Rollup Title,12
mr.kpiRollupTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiRollupTitle,Rollup Title,3
mr.kpiTotalRevenue,crm.contentCal,crm.contentCal.mr.kpiTotalRevenue,Total Revenue,12
mr.kpiTotalRevenue,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiTotalRevenue,Total Revenue,3
mr.kpiAdSpend,crm.contentCal,crm.contentCal.mr.kpiAdSpend,Ad Spend,12
mr.kpiAdSpend,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiAdSpend,Ad Spend,3
mr.kpiOrderCount,crm.contentCal,crm.contentCal.mr.kpiOrderCount,Order Count,12
mr.kpiOrderCount,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiOrderCount,Order Count,3
mr.kpiOrderUnit,crm.contentCal,crm.contentCal.mr.kpiOrderUnit,Order Unit,12
mr.kpiOrderUnit,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiOrderUnit,Order Unit,3
mr.kpiReturnRate,crm.contentCal,crm.contentCal.mr.kpiReturnRate,Return Rate,12
mr.kpiReturnRate,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiReturnRate,Return Rate,3
mr.kpiCogsPct,crm.contentCal,crm.contentCal.mr.kpiCogsPct,Cogs Pct,12
mr.kpiCogsPct,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiCogsPct,Cogs Pct,3
mr.kpiSettledPct,crm.contentCal,crm.contentCal.mr.kpiSettledPct,Settled Pct,12
mr.kpiSettledPct,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiSettledPct,Settled Pct,3
mr.kpiRollupNote,crm.contentCal,crm.contentCal.mr.kpiRollupNote,Rollup Note,12
mr.kpiRollupNote,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiRollupNote,Rollup Note,3
mr.kpiDedTuning,crm.contentCal,crm.contentCal.mr.kpiDedTuning,Ded Tuning,12
mr.kpiDedTuning,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiDedTuning,Ded Tuning,3
mr.kpiNoDedItems,crm.contentCal,crm.contentCal.mr.kpiNoDedItems,No Ded Items,12
mr.kpiNoDedItems,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiNoDedItems,No Ded Items,3
mr.kpiChanged,crm.contentCal,crm.contentCal.mr.kpiChanged,Changed,12
mr.kpiChanged,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiChanged,Changed,3
mr.kpiSellerActual,crm.contentCal,crm.contentCal.mr.kpiSellerActual,Seller Actual,12
mr.kpiSellerActual,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiSellerActual,Seller Actual,3
mr.kpiRateOriginal,crm.contentCal,crm.contentCal.mr.kpiRateOriginal,Rate Original,12
mr.kpiRateOriginal,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiRateOriginal,Rate Original,3
mr.kpiSellerShare,crm.contentCal,crm.contentCal.mr.kpiSellerShare,Seller Share,12
mr.kpiSellerShare,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiSellerShare,Seller Share,3
mr.kpiPayer,crm.contentCal,crm.contentCal.mr.kpiPayer,Payer,12
mr.kpiPayer,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.kpiPayer,Payer,3
mr.dedSellerBurden,crm.contentCal,crm.contentCal.mr.dedSellerBurden,Ded Seller Burden,12
mr.dedSellerBurden,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.dedSellerBurden,Ded Seller Burden,3
mr.dedPlatformBurden,crm.contentCal,crm.contentCal.mr.dedPlatformBurden,Ded Platform Burden,12
mr.dedPlatformBurden,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.dedPlatformBurden,Ded Platform Burden,3
mr.dedShared,crm.contentCal,crm.contentCal.mr.dedShared,Ded Shared,12
mr.dedShared,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.dedShared,Ded Shared,3
mr.apvPending,crm.contentCal,crm.contentCal.mr.apvPending,Apv Pending,12
mr.apvPending,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvPending,Apv Pending,3
mr.apvFirstApproval,crm.contentCal,crm.contentCal.mr.apvFirstApproval,Apv First Approval,12
mr.apvFirstApproval,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvFirstApproval,Apv First Approval,3
mr.apvApplied,crm.contentCal,crm.contentCal.mr.apvApplied,Apv Applied,12
mr.apvApplied,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvApplied,Apv Applied,3
mr.apvRejected,crm.contentCal,crm.contentCal.mr.apvRejected,Apv Rejected,12
mr.apvRejected,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvRejected,Apv Rejected,3
mr.dedItems,crm.contentCal,crm.contentCal.mr.dedItems,Ded Items,12
mr.dedItems,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.dedItems,Ded Items,3
mr.apvTabPending,crm.contentCal,crm.contentCal.mr.apvTabPending,Apv Pending,12
mr.apvTabPending,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvTabPending,Apv Pending,3
mr.apvTabLog,crm.contentCal,crm.contentCal.mr.apvTabLog,Apv Log,12
mr.apvTabLog,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvTabLog,Apv Log,3
mr.apvNoItems,crm.contentCal,crm.contentCal.mr.apvNoItems,Apv No Items,12
mr.apvNoItems,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvNoItems,Apv No Items,3
mr.apvBefore,crm.contentCal,crm.contentCal.mr.apvBefore,Apv Before,12
mr.apvBefore,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvBefore,Apv Before,3
mr.apvAfter,crm.contentCal,crm.contentCal.mr.apvAfter,Apv After,12
mr.apvAfter,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvAfter,Apv After,3
mr.apvApprove1,crm.contentCal,crm.contentCal.mr.apvApprove1,Apv Approve1,12
mr.apvApprove1,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvApprove1,Apv Approve1,3
mr.apvApproveFinal,crm.contentCal,crm.contentCal.mr.apvApproveFinal,Apv Approve Final,12
mr.apvApproveFinal,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvApproveFinal,Apv Approve Final,3
mr.apvApply,crm.contentCal,crm.contentCal.mr.apvApply,Apv Apply,12
mr.apvApply,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvApply,Apv Apply,3
mr.apvReject,crm.contentCal,crm.contentCal.mr.apvReject,Apv Reject,12
mr.apvReject,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvReject,Apv Reject,3
mr.apvCurrentUser,crm.contentCal,crm.contentCal.mr.apvCurrentUser,Apv Current User,12
mr.apvCurrentUser,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvCurrentUser,Apv Current User,3
mr.apvProposed,crm.contentCal,crm.contentCal.mr.apvProposed,Apv Proposed,12
mr.apvProposed,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvProposed,Apv Proposed,3
mr.apvQueued,crm.contentCal,crm.contentCal.mr.apvQueued,Apv Queued,12
mr.apvQueued,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvQueued,Apv Queued,3
mr.apvTeamLead,crm.contentCal,crm.contentCal.mr.apvTeamLead,Apv Team Lead,12
mr.apvTeamLead,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvTeamLead,Apv Team Lead,3
mr.apvSystem,crm.contentCal,crm.contentCal.mr.apvSystem,Apv System,12
mr.apvSystem,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvSystem,Apv System,3
mr.apv1stApproval,crm.contentCal,crm.contentCal.mr.apv1stApproval,Apv1st Approval,12
mr.apv1stApproval,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apv1stApproval,Apv1st Approval,3
mr.apvFinalApproval,crm.contentCal,crm.contentCal.mr.apvFinalApproval,Apv Final Approval,12
mr.apvFinalApproval,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvFinalApproval,Apv Final Approval,3
mr.apvRegistryApplied,crm.contentCal,crm.contentCal.mr.apvRegistryApplied,Apv Registry Applied,12
mr.apvRegistryApplied,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvRegistryApplied,Apv Registry Applied,3
mr.apvRejection,crm.contentCal,crm.contentCal.mr.apvRejection,Apv Rejection,12
mr.apvRejection,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvRejection,Apv Rejection,3
mr.apvChangeApplied,crm.contentCal,crm.contentCal.mr.apvChangeApplied,Apv Change Applied,12
mr.apvChangeApplied,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.apvChangeApplied,Apv Change Applied,3
mr.tabDeduction,crm.contentCal,crm.contentCal.mr.tabDeduction,Deduction,12
mr.tabDeduction,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.tabDeduction,Deduction,3
mr.tabDeductionDesc,crm.contentCal,crm.contentCal.mr.tabDeductionDesc,Deduction,12
mr.tabDeductionDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.tabDeductionDesc,Deduction,3
mr.tabKpi,crm.contentCal,crm.contentCal.mr.tabKpi,tabKpi,12
mr.tabKpi,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.tabKpi,tabKpi,3
mr.tabKpiDesc,crm.contentCal,crm.contentCal.mr.tabKpiDesc,tabKpiDesc,12
mr.tabKpiDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.tabKpiDesc,tabKpiDesc,3
mr.tabApproval,crm.contentCal,crm.contentCal.mr.tabApproval,Approval,12
mr.tabApproval,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.tabApproval,Approval,3
mr.tabApprovalDesc,crm.contentCal,crm.contentCal.mr.tabApprovalDesc,Approval,12
mr.tabApprovalDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.tabApprovalDesc,Approval,3
mr.secLockTitle,crm.contentCal,crm.contentCal.mr.secLockTitle,Sec Lock Title,12
mr.secLockTitle,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.secLockTitle,Sec Lock Title,3
mr.secLockDesc,crm.contentCal,crm.contentCal.mr.secLockDesc,Sec Lock,12
mr.secLockDesc,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.secLockDesc,Sec Lock,3
mr.badgeDeductionCount,crm.contentCal,crm.contentCal.mr.badgeDeductionCount,Badge Deduction Count,12
mr.badgeDeductionCount,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.badgeDeductionCount,Badge Deduction Count,3
mr.badge2StepApproval,crm.contentCal,crm.contentCal.mr.badge2StepApproval,Badge2 Step Approval,12
mr.badge2StepApproval,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.badge2StepApproval,Badge2 Step Approval,3
mr.badgeAuditAuto,crm.contentCal,crm.contentCal.mr.badgeAuditAuto,Badge Audit Auto,12
mr.badgeAuditAuto,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.badgeAuditAuto,Badge Audit Auto,3
mr.pfGoHub,crm.contentCal,crm.contentCal.mr.pfGoHub,Pf Go Hub,12
mr.pfGoHub,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.pfGoHub,Pf Go Hub,3
mr.approvalPending,crm.contentCal,crm.contentCal.mr.approvalPending,Approval Pending,12
mr.approvalPending,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.approvalPending,Approval Pending,3
mr.resetAll,crm.contentCal,crm.contentCal.mr.resetAll,Reset All,12
mr.resetAll,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.resetAll,Reset All,3
mr.dedCatCommission,crm.contentCal,crm.contentCal.mr.dedCatCommission,Ded Cat Commission,12
mr.dedCatCommission,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.dedCatCommission,Ded Cat Commission,3
mr.dedCatSettlement,crm.contentCal,crm.contentCal.mr.dedCatSettlement,Ded Cat Settlement,12
mr.dedCatSettlement,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.dedCatSettlement,Ded Cat Settlement,3
mr.dedCatTax,crm.contentCal,crm.contentCal.mr.dedCatTax,Ded Cat Tax,12
mr.dedCatTax,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.dedCatTax,Ded Cat Tax,3
mr.dedCatPromotion,crm.contentCal,crm.contentCal.mr.dedCatPromotion,Ded Cat Promotion,12
mr.dedCatPromotion,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.dedCatPromotion,Ded Cat Promotion,3
mr.dedCatShipping,crm.contentCal,crm.contentCal.mr.dedCatShipping,Ded Cat Shipping,12
mr.dedCatShipping,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.dedCatShipping,Ded Cat Shipping,3
mr.pfColId,crm.contentCal,crm.contentCal.mr.pfColId,Pf Id,12
mr.pfColId,pages.marketingIntel.influencer,pages.marketingIntel.influencer.mr.pfColId,Pf Id,3
mr.pfColPlatform,crm.contentCal,crm.contentCal.mr.pfColPlatform,Pf Platform,12
